CarID,Manufacturer,Model,Engine size,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerID
C20402,VW,Polo,1.2,Petrol,2001,124644,3301,8
C03894,Ford,Focus,1.8,Petrol,2019,15612,39157,37
C44830,BMW,M5,4.4,Petrol,1995,190015,6940,12
C25301,BMW,X3,2.4,Diesel,2002,99245,10389,3
C48403,VW,Golf,1.2,Diesel,1998,63075,5238,29
C00848,Toyota,Yaris,1.2,Petrol,1986,256473,438,7
C10850,Ford,Mondeo,1.4,Diesel,1998,64720,6603,9
C12693,Toyota,Prius,1.0,Hybrid,2003,114098,6571,5
C17194,BMW,X3,2.4,Diesel,1992,230934,1782,10
C42874,VW,Golf,1.4,Hybrid,2013,66220,17219,31
C47134,Ford,Fiesta,1.2,Petrol,2004,53805,6485,12
C46247,Ford,Fiesta,1.2,Petrol,1996,139282,2053,5
C37070,Toyota,RAV4,1.8,Hybrid,2013,28791,35720,4
C17357,VW,Passat,1.8,Diesel,2006,43995,15373,7
C31839,Ford,Fiesta,1.4,Petrol,1993,127213,1997,38
C42807,VW,Passat,2.0,Diesel,1992,182348,2261,34
C49777,Ford,Focus,1.4,Diesel,1986,234777,760,50
C06758,VW,Golf,1.6,Hybrid,1994,16548,6993,40
C18411,Porsche,Cayenne,2.6,Petrol,2019,24322,70892,7
C17365,BMW,M5,4.4,Petrol,2004,148756,17915,44
C20694,Ford,Mondeo,1.4,Diesel,2007,123992,7859,43
C14450,BMW,X3,2.0,Diesel,1997,169173,3908,12
C31060,Ford,Mondeo,1.4,Diesel,2012,37455,19911,41
C30710,Ford,Fiesta,1.4,Petrol,2006,75391,6947,7
C16512,VW,Golf,1.8,Petrol,2005,110502,6979,22
C20728,VW,Golf,1.6,Petrol,2003,111771,5704,13
C30935,Ford,Fiesta,1.4,Petrol,2010,47542,10867,16
C28464,Toyota,RAV4,2.0,Hybrid,2000,39125,14900,31
C14556,Toyota,RAV4,1.8,Hybrid,2022,3264,74705,10
C46076,VW,Golf,2.0,Diesel,2007,53808,13078,50
C40873,VW,Passat,2.0,Diesel,2018,29250,39345,16
C08141,Ford,Mondeo,1.6,Diesel,2002,144403,5120,46
C46332,BMW,M5,4.4,Petrol,2011,53197,57366,29
C22461,VW,Golf,1.6,Diesel,2000,136548,4046,7
C16181,Ford,Fiesta,1.4,Petrol,2000,106226,3738,7
C41134,VW,Passat,1.4,Petrol,1995,210999,1711,25
C31279,Toyota,Prius,1.8,Hybrid,1998,116643,6196,23
C24121,Ford,Focus,1.6,Diesel,2003,161651,4794,7
C02291,VW,Polo,1.4,Petrol,2015,46554,15660,47
C09027,Ford,Focus,1.6,Petrol,2014,30507,24345,35
C24447,Porsche,911,2.2,Petrol,2014,43327,62300,16
C12484,Ford,Focus,1.4,Petrol,1999,173828,2952,43
C47756,Porsche,911,2.2,Petrol,1998,48288,20799,21
C08133,BMW,M5,4.4,Petrol,2002,168470,13312,29
C24164,BMW,X3,3.0,Diesel,2005,137315,10603,10
C28725,BMW,X3,2.4,Diesel,2007,182103,7469,35
C06982,VW,Golf,1.8,Petrol,1998,168097,2761,39
C20028,BMW,Z4,2.4,Petrol,2008,55407,18970,31
C21370,Toyota,Prius,1.8,Hybrid,1991,217480,1669,1
C14775,BMW,Z4,2.0,Petrol,2009,57882,18221,8
C06120,Ford,Focus,1.0,Petrol,1992,136580,2127,50
C18296,Ford,Focus,1.0,Petrol,1999,142486,3235,12
C32156,Ford,Focus,1.0,Petrol,2015,39815,19479,18
C23935,Toyota,Yaris,1.2,Petrol,1996,68315,4010,38
C42674,Ford,Focus,1.6,Diesel,2000,210675,2569,5
C49291,Ford,Mondeo,1.8,Diesel,2008,126551,9338,15
C39737,VW,Golf,1.4,Petrol,1987,264166,495,49
C10400,Toyota,Yaris,1.0,Petrol,2011,75879,9457,38
C42997,Toyota,Prius,1.8,Hybrid,1997,155765,4246,49
C21057,Toyota,RAV4,2.0,Hybrid,1986,241235,1194,19
C09481,VW,Golf,1.2,Petrol,2011,34406,14175,29
C21123,Ford,Mondeo,1.8,Diesel,2011,87214,15282,11
C25279,BMW,X3,2.4,Petrol,1988,190275,1867,9
C01454,VW,Polo,1.4,Petrol,1992,190443,1135,3
C45747,Ford,Focus,1.0,Petrol,2017,33236,23139,5
C48826,Ford,Focus,1.6,Petrol,2012,41679,19949,22
C41722,VW,Polo,1.6,Petrol,2000,206154,1802,27
C31070,Ford,Mondeo,1.6,Diesel,1998,284185,1132,15
C27970,VW,Golf,2.0,Diesel,1991,65449,4175,2
C11484,VW,Golf,2.0,Diesel,1996,185346,2308,2
C39760,Ford,Fiesta,1.4,Diesel,2020,18040,26381,48
C21612,Toyota,Yaris,1.4,Hybrid,2020,18942,34739,14
C06405,Toyota,RAV4,2.2,Hybrid,1990,162406,3274,50
C16378,Ford,Fiesta,1.0,Hybrid,2016,17243,19602,26
C23624,VW,Golf,1.6,Petrol,2006,130455,6033,10
C46379,Ford,Focus,1.0,Petrol,2018,47037,22772,38
C40414,Toyota,Prius,1.8,Hybrid,2010,65028,19912,39
C39224,Porsche,911,2.2,Petrol,2012,52530,51511,46
C30919,Toyota,Yaris,1.4,Hybrid,2013,64396,16567,50
C04616,Toyota,Prius,1.4,Hybrid,2004,201170,4049,42
C09452,Ford,Mondeo,1.4,Petrol,2017,23179,28729,33
C15281,Toyota,Yaris,1.4,Petrol,2002,39160,7767,13
C08539,Ford,Mondeo,1.6,Diesel,2006,84959,10488,22
C19812,Toyota,RAV4,2.0,Hybrid,2000,133271,7708,40
C34892,Toyota,RAV4,2.2,Hybrid,1984,253544,978,35
C44102,Toyota,Prius,1.4,Hybrid,1997,188639,2833,40
C28267,BMW,X3,3.0,Diesel,2006,86333,16636,22
C27255,Ford,Fiesta,1.4,Petrol,2016,45433,16423,39
C18470,Toyota,Prius,1.8,Hybrid,2003,92493,10339,2
C02195,VW,Passat,1.8,Diesel,1990,98121,3682,33
C29790,Ford,Focus,1.4,Petrol,2007,108428,8504,48
C13877,VW,Golf,2.0,Diesel,2005,84032,9360,25
C30588,VW,Polo,1.6,Petrol,1991,281749,494,31
C37400,VW,Passat,1.6,Diesel,1999,175144,3430,40
C15278,VW,Golf,2.0,Petrol,2016,29588,26262,49
C14615,Ford,Fiesta,1.4,Diesel,2021,10628,29342,42
C31202,VW,Passat,1.6,Diesel,1995,210596,1928,15
C26753,Ford,Focus,1.0,Petrol,1991,101476,2604,33
C47695,VW,Golf,1.4,Petrol,2006,108650,6671,20
C06731,Ford,Mondeo,1.6,Petrol,1992,187049,1750,1
C44201,VW,Golf,1.8,Petrol,2005,129390,6036,3
C09009,VW,Golf,1.8,Hybrid,1993,214452,1585,6
C46257,Toyota,RAV4,2.4,Hybrid,2010,55165,28802,35
C18311,Ford,Mondeo,1.6,Diesel,1990,270743,753,4
C34560,Toyota,Yaris,1.0,Hybrid,2010,61275,11699,13
C05788,VW,Polo,2.0,Petrol,2012,55910,14454,15
C18863,Toyota,RAV4,2.2,Hybrid,1995,106409,7120,27
C45955,VW,Passat,1.6,Petrol,2020,18782,40607,2
C26879,VW,Polo,2.0,Petrol,1997,128492,3167,8
C03278,Toyota,RAV4,2.0,Hybrid,2000,151702,6644,11
C31412,Ford,Fiesta,1.4,Petrol,2018,29014,20681,30
C29513,BMW,M5,4.4,Petrol,1999,211847,7475,30
C14890,Ford,Focus,2.0,Diesel,2005,138656,7391,16
C31594,VW,Golf,1.8,Petrol,1988,151354,1629,50
C10677,Toyota,Prius,1.8,Hybrid,1991,220454,1625,29
C12672,Toyota,RAV4,2.2,Petrol,2013,53017,28451,14
C32139,Ford,Focus,2.0,Diesel,2007,139142,8412,48
C33656,Toyota,RAV4,1.8,Hybrid,1991,263125,1291,49
C31655,BMW,X3,3.0,Diesel,2005,141894,10221,49
C19254,Porsche,911,3.5,Petrol,2015,52470,79387,8
C14363,Ford,Focus,2.0,Petrol,2003,57462,11097,26
C12185,VW,Passat,1.6,Diesel,2001,157939,4530,41
C32092,Ford,Mondeo,2.0,Diesel,2020,18708,45139,12
C29407,Ford,Fiesta,1.4,Petrol,2021,12892,27612,30
C17013,BMW,Z4,2.0,Petrol,1997,170975,3491,31
C46051,Ford,Mondeo,2.0,Diesel,2015,48338,27213,48
C15395,Toyota,Prius,1.4,Hybrid,2018,40650,34894,3
C00305,VW,Passat,1.6,Petrol,1993,131899,3125,14
C10884,Toyota,Yaris,1.2,Hybrid,1985,159089,1165,15
C25251,Ford,Focus,2.0,Petrol,2011,102350,13883,22
C22757,VW,Polo,1.4,Petrol,2014,60929,13380,13
C00153,VW,Passat,2.0,Petrol,1993,158259,2822,16
C05863,Toyota,Yaris,1.4,Hybrid,1990,197113,1269,43
C32857,Toyota,Yaris,1.2,Petrol,2006,132465,4889,43
C03446,VW,Golf,1.8,Petrol,2000,161531,3333,29
C18674,Toyota,Yaris,1.2,Petrol,1996,156669,2063,33
C16421,Toyota,Yaris,1.0,Petrol,2000,152361,2548,14
C43750,Toyota,Prius,1.0,Hybrid,1993,237070,1190,3
C01419,VW,Polo,1.4,Petrol,1995,233428,945,23
C04703,VW,Golf,1.2,Hybrid,2009,52147,13368,12
C15484,Porsche,Cayenne,2.6,Petrol,1988,271164,1272,8
C45565,Porsche,911,2.6,Petrol,2006,116825,23957,22
C05562,Ford,Mondeo,1.8,Diesel,2015,57198,24417,46
C31565,VW,Polo,2.0,Petrol,2002,141258,3995,15
C07375,VW,Passat,1.6,Diesel,2015,37792,27412,15
C21024,Ford,Fiesta,1.4,Petrol,2018,21593,21563,23
C22202,VW,Golf,1.6,Hybrid,2012,74394,16304,20
C30611,Ford,Fiesta,1.4,Petrol,2007,59701,8240,8
C27654,Toyota,Prius,1.0,Hybrid,1995,209307,1747,42
C22640,Ford,Focus,1.4,Petrol,1997,163695,2814,11
C17803,VW,Polo,1.0,Petrol,2015,53849,12647,33
C13730,VW,Golf,1.6,Petrol,2008,77690,10175,16
C39060,Ford,Mondeo,2.0,Diesel,2011,62463,19055,32
C40752,Ford,Fiesta,1.4,Petrol,1989,128994,1509,16
C20413,VW,Polo,1.2,Petrol,2013,37461,13405,22
C35198,Ford,Mondeo,1.8,Diesel,2009,93021,12833,44
C30273,BMW,Z4,2.2,Petrol,1995,267466,1349,38
C07816,BMW,X3,2.4,Diesel,1992,235657,1707,47
C41111,VW,Passat,1.6,Diesel,1994,97044,4568,42
C28082,BMW,Z4,3.0,Petrol,1999,160825,5321,7
C10631,Toyota,Prius,1.0,Hybrid,2004,78921,9061,15
C27919,VW,Passat,1.6,Diesel,1991,182133,1895,39
C10418,Toyota,Yaris,1.4,Petrol,2019,22970,26486,5
C42729,VW,Golf,2.0,Petrol,2001,194473,2834,46
C08257,Ford,Fiesta,1.4,Petrol,2005,121739,4639,15
C44678,Ford,Mondeo,1.6,Diesel,1999,120203,5075,25
C08695,Toyota,Prius,1.0,Hybrid,2005,132115,6531,31
C06852,VW,Passat,1.8,Diesel,1995,175397,2781,7
C04727,Ford,Focus,1.0,Petrol,1999,155395,2912,33
C03258,Toyota,RAV4,2.0,Hybrid,1998,163996,5251,42
C45477,Toyota,Prius,1.0,Hybrid,2007,45181,13781,33
C24986,Toyota,Yaris,1.4,Hybrid,2003,72868,8040,32
C46199,BMW,X3,3.0,Diesel,1999,162506,5785,17
C14444,BMW,Z4,3.0,Petrol,2013,40239,32506,28
C46267,Toyota,Yaris,1.4,Hybrid,2003,73742,7992,17
C37025,Ford,Fiesta,1.2,Petrol,2005,145020,3572,48
C31724,BMW,M5,4.4,Petrol,1999,149231,12787,35
C04833,Ford,Focus,1.8,Petrol,2002,70107,9066,34
C09318,VW,Golf,1.4,Petrol,1991,142492,1886,19
C06134,Ford,Focus,2.0,Hybrid,1997,111172,6135,15
C28816,VW,Golf,1.2,Petrol,2011,76232,10871,18
C04501,BMW,M5,4.4,Petrol,1992,297999,2111,45
C11501,BMW,Z4,2.0,Petrol,2013,30522,28100,24
C02943,Toyota,RAV4,2.2,Hybrid,1999,186593,4856,18
C12592,Ford,Focus,1.6,Petrol,1999,146804,3952,28
C29552,Ford,Fiesta,1.4,Petrol,2002,105998,4279,43
C06873,VW,Passat,2.0,Diesel,2017,68770,28811,3
C07398,Ford,Fiesta,1.4,Petrol,1994,140262,1925,23
C26770,Porsche,718 Cayman,2.4,Petrol,2010,77156,22709,18
C44437,Ford,Focus,1.8,Diesel,2013,38031,24272,24
C39102,Toyota,Yaris,1.2,Hybrid,2006,108295,7065,9
C41672,VW,Polo,1.0,Petrol,2008,65606,7352,45
C23404,VW,Golf,1.6,Petrol,1993,196650,1459,10
C37370,Ford,Fiesta,1.2,Petrol,2001,164602,2328,39
C42944,Ford,Focus,2.0,Diesel,1994,199838,2119,29
C10982,BMW,X3,3.0,Diesel,2016,46754,42075,31
C05021,VW,Passat,1.6,Diesel,2017,25376,33654,1
C14829,BMW,Z4,2.2,Petrol,1988,187180,1749,11
C09827,Ford,Fiesta,1.0,Petrol,2012,102318,7238,42
C38297,Toyota,Prius,1.8,Hybrid,2007,98559,12920,11
C37919,Toyota,RAV4,1.8,Hybrid,2015,4693,46506,33
C35351,Toyota,Prius,1.8,Hybrid,2016,30280,36803,3
C11108,Toyota,Yaris,1.0,Hybrid,2020,15477,29917,44
C45132,Ford,Mondeo,1.6,Diesel,2011,26040,21272,36
C21422,VW,Polo,1.0,Petrol,2022,6738,26442,33
C19354,Ford,Focus,1.8,Diesel,2019,30057,37937,9
C12937,Porsche,Cayenne,4.0,Petrol,2016,42011,64947,21
C41334,Ford,Mondeo,2.0,Diesel,2001,139247,5583,2
C02902,Ford,Mondeo,2.0,Diesel,1993,46537,6348,17
C05353,Ford,Focus,2.0,Petrol,1988,196842,1389,32
C20583,Ford,Mondeo,2.0,Diesel,2021,3957,52161,48
C03629,BMW,M5,4.0,Petrol,2020,22013,119898,47
C19434,Ford,Fiesta,1.2,Petrol,2005,103789,4919,19
C25949,Porsche,718 Cayman,2.0,Petrol,1995,220172,2402,7
C43278,VW,Passat,2.0,Diesel,2003,155849,5888,15
C25587,Ford,Mondeo,1.6,Diesel,2019,16864,38150,40
C41676,VW,Polo,1.4,Diesel,2017,39667,19590,20
C09862,Toyota,Yaris,1.4,Hybrid,2004,116451,6280,5
C04202,Ford,Fiesta,1.2,Petrol,2009,67812,8266,26
C11824,Ford,Mondeo,2.0,Diesel,2019,22708,41306,6
C15258,Ford,Mondeo,1.8,Diesel,2019,16102,40632,9
C24608,Porsche,718 Cayman,2.0,Petrol,1995,142950,4660,32
C35943,VW,Passat,2.0,Diesel,1996,69012,7093,12
C38875,Porsche,Cayenne,4.0,Petrol,2010,95806,30444,10
C35679,Toyota,RAV4,1.8,Hybrid,1994,194321,2942,26
C33750,Ford,Fiesta,1.0,Petrol,2003,145842,2835,46
C06536,VW,Passat,1.6,Petrol,2015,56136,23321,43
C25901,Toyota,Prius,1.4,Hybrid,1988,293676,594,9
C39109,VW,Polo,1.6,Petrol,2020,18014,27570,47
C42868,VW,Golf,1.4,Hybrid,2017,33071,27623,13
C34790,Toyota,Prius,1.0,Hybrid,2007,49261,13439,40
C02241,Ford,Mondeo,1.4,Diesel,2000,197828,2667,49
C30027,VW,Polo,1.2,Petrol,2005,90377,5564,47
C16179,VW,Passat,1.4,Diesel,2001,125505,5500,4
C32057,VW,Golf,1.6,Petrol,2001,189630,2644,16
C40071,Toyota,RAV4,2.4,Petrol,1997,174642,4099,4
C23407,Toyota,Prius,1.4,Hybrid,1996,150261,3665,5
C34355,VW,Polo,1.0,Petrol,1995,224736,864,37
C16471,VW,Polo,1.4,Diesel,2000,119435,3646,18
C13624,VW,Golf,2.0,Petrol,1998,228362,1715,47
C02238,VW,Golf,1.6,Petrol,1988,229431,779,39
C22280,Ford,Fiesta,1.2,Petrol,1993,157076,1454,34
C11445,BMW,X3,2.4,Diesel,2001,160461,6014,27
C06903,Toyota,Prius,1.8,Hybrid,1991,180972,2301,48
C45701,Toyota,Prius,1.0,Hybrid,1993,144099,2666,4
C33151,Toyota,Yaris,1.0,Hybrid,2011,50709,13376,37
C22776,VW,Polo,1.6,Petrol,2016,31789,19544,23
C25687,Ford,Mondeo,1.4,Petrol,2009,53810,14046,20
C06275,VW,Golf,1.8,Diesel,2011,83212,13323,40
C18462,VW,Golf,1.6,Diesel,1999,126357,4102,2
C21340,BMW,Z4,2.4,Petrol,1996,220232,2325,4
C11563,VW,Polo,1.0,Petrol,1988,126081,1252,11
C04204,VW,Golf,1.4,Petrol,1993,208488,1229,26
C47783,Toyota,Prius,1.0,Hybrid,2002,182995,3509,19
C36880,Ford,Fiesta,1.0,Petrol,2001,163995,2136,24
C38917,Toyota,Yaris,1.4,Hybrid,2002,108819,5822,47
C18113,Ford,Focus,1.8,Petrol,1989,287301,614,1
C46786,BMW,Z4,2.4,Petrol,2002,215204,3629,39
C17475,VW,Passat,1.8,Diesel,1988,263570,790,45
C12348,VW,Golf,1.4,Petrol,2010,56039,12549,9
C45022,Ford,Fiesta,1.2,Petrol,1992,175771,1162,22
C41648,Ford,Mondeo,1.4,Diesel,1994,125793,3257,2
C30883,VW,Passat,1.4,Diesel,2004,165679,4852,45
C49486,Ford,Fiesta,1.4,Petrol,2019,12583,24205,4
C28580,Toyota,Prius,1.8,Hybrid,2004,201330,4585,11
C45912,Porsche,911,3.0,Petrol,2012,82514,49317,24
C35003,VW,Golf,1.2,Petrol,2012,53621,13481,49
C13006,Toyota,Prius,1.8,Hybrid,2017,41083,36918,46
C14958,Ford,Mondeo,1.6,Diesel,1998,124539,4591,24
C47922,BMW,X3,2.0,Diesel,2022,5687,64633,26
C00492,Toyota,RAV4,2.4,Hybrid,2010,52925,29212,47
C31121,BMW,Z4,2.0,Petrol,2007,94344,12439,32
C20353,Ford,Mondeo,1.6,Diesel,1998,118968,4793,35
C16931,Toyota,Yaris,1.0,Petrol,1999,167423,2103,26
C28899,BMW,M5,4.0,Petrol,1987,312118,1260,25
C40585,Ford,Focus,1.6,Diesel,2014,38736,24359,34
C11025,Porsche,718 Cayman,2.4,Petrol,1998,172950,4862,35
C38290,BMW,X3,2.4,Diesel,1993,217459,2151,41
C43660,Porsche,Cayenne,3.0,Petrol,1995,203249,4052,30
C13127,BMW,X3,2.0,Diesel,1985,122380,2566,47
C26264,Toyota,RAV4,2.0,Hybrid,2008,110179,15702,19
C32667,Ford,Mondeo,2.0,Diesel,2003,105193,8297,35
C31833,VW,Golf,1.4,Diesel,2003,68274,7631,32
C25661,VW,Polo,1.6,Petrol,2015,54767,15905,42
C35492,Ford,Focus,1.6,Petrol,1994,227892,1404,45
C31005,Toyota,Yaris,1.4,Petrol,2015,45344,17800,10
C37092,Toyota,Prius,1.8,Hybrid,1991,100258,4391,28
C18118,BMW,X3,3.0,Diesel,1984,322154,496,31
C35353,Ford,Mondeo,1.6,Petrol,2012,24788,21809,22
C42154,Porsche,911,2.6,Petrol,2018,27886,96831,31
C07719,VW,Passat,1.4,Petrol,2007,143457,6778,39
C49031,Ford,Mondeo,2.0,Diesel,1985,274762,581,43
C38701,Toyota,RAV4,2.4,Hybrid,1991,176986,3232,46
C19053,Ford,Focus,1.4,Petrol,2007,46386,12993,26
C02719,Ford,Mondeo,1.6,Petrol,1986,253067,648,21
C42984,Toyota,Yaris,1.2,Hybrid,1996,139422,2850,16
C07558,Toyota,Yaris,1.0,Petrol,2002,109686,4074,23
C05727,VW,Golf,1.4,Diesel,2017,22728,25636,7
C22013,Porsche,718 Cayman,2.4,Petrol,1988,291723,850,48
C12158,VW,Polo,1.0,Petrol,2007,133102,4207,1
C29624,Toyota,Prius,1.0,Hybrid,2013,73775,17100,28
C07871,Toyota,Prius,1.4,Hybrid,2007,98458,11403,48
C49193,Toyota,Yaris,1.4,Petrol,2019,41780,23748,42
C18740,Toyota,RAV4,2.4,Hybrid,2019,13690,66890,43
C04365,Porsche,718 Cayman,4.0,Petrol,2009,103459,22746,13
C47548,Toyota,RAV4,1.8,Hybrid,1987,169346,2287,10
C19714,Ford,Focus,1.4,Diesel,1990,219612,1138,27
C33036,BMW,M5,5.0,Petrol,1999,147959,13773,47
C42426,VW,Golf,2.0,Petrol,2014,66120,18345,38
C42099,Toyota,Prius,1.8,Hybrid,1992,239935,1455,29
C34720,VW,Polo,1.0,Petrol,2001,161994,2229,35
C35333,Toyota,RAV4,2.2,Hybrid,1995,101004,7410,11
C05171,VW,Passat,1.4,Petrol,1998,79366,6020,11
C13603,VW,Polo,1.0,Petrol,2021,15296,23644,12
C00792,Ford,Fiesta,1.0,Petrol,2008,67377,7080,14
C30995,Ford,Focus,1.6,Hybrid,2004,72468,11536,21
C25759,Ford,Fiesta,1.0,Petrol,2003,156068,2607,40
C41295,Toyota,Yaris,1.4,Hybrid,2009,7000,17780,10
C14859,Ford,Mondeo,1.4,Diesel,2004,111886,7058,41
C32062,BMW,X3,2.4,Diesel,2016,28090,42033,49
C35057,VW,Passat,1.8,Diesel,1986,221191,1020,48
C12118,VW,Golf,1.6,Petrol,1999,182637,2458,12
C47902,Toyota,Yaris,1.4,Petrol,2012,32197,15760,17
C01286,VW,Golf,1.8,Diesel,2000,175853,3102,47
C16774,VW,Polo,2.0,Petrol,2015,64483,16703,13
C16619,Ford,Fiesta,1.2,Diesel,2010,91876,7860,34
C13298,Ford,Focus,1.8,Petrol,1994,124097,3597,50
C27958,Toyota,Prius,1.0,Hybrid,2014,64728,19415,23
C39917,VW,Passat,1.4,Petrol,2002,144445,4818,36
C01044,Toyota,Yaris,1.4,Hybrid,2018,30227,28537,16
C27102,BMW,X3,2.0,Petrol,2011,69691,20236,33
C39077,VW,Passat,1.4,Diesel,2009,94147,11861,42
C41678,Ford,Mondeo,1.6,Diesel,1990,202901,1400,2
C29913,BMW,Z4,2.4,Petrol,1994,120911,4698,11
C17516,VW,Golf,1.4,Diesel,2006,92867,7864,37
C41444,BMW,Z4,2.4,Petrol,2004,102480,10515,44
C15885,Toyota,Yaris,1.2,Petrol,2007,124615,5557,23
C03170,VW,Golf,1.2,Petrol,2014,47545,15998,4
C28639,Ford,Mondeo,1.8,Diesel,2012,83409,16777,12
C36153,Ford,Mondeo,1.8,Diesel,2014,68867,21168,20
C00427,Toyota,Yaris,1.2,Hybrid,2011,68974,13024,21
C32716,Ford,Mondeo,1.6,Diesel,2004,150802,5554,12
C39431,VW,Passat,1.6,Diesel,1984,179428,1216,21
C44335,Ford,Mondeo,1.6,Petrol,2014,50807,21356,50
C34403,Ford,Focus,1.4,Petrol,1988,242365,771,41
C42189,Toyota,Prius,1.4,Hybrid,2012,51145,21933,8
C20437,Porsche,911,3.0,Petrol,2022,4407,154165,1
C15189,Toyota,Yaris,1.2,Petrol,1993,148890,1801,11
C01191,Toyota,RAV4,2.2,Hybrid,1999,89980,10476,29
C03230,BMW,Z4,2.2,Petrol,1988,274969,788,46
C30791,VW,Passat,1.8,Diesel,2012,60606,20663,14
C30249,Ford,Mondeo,1.8,Diesel,1994,145664,3154,6
C26269,VW,Golf,2.0,Petrol,1995,49840,5737,50
C00933,Toyota,RAV4,1.8,Petrol,1991,71702,5257,30
C40825,Ford,Focus,1.4,Petrol,1989,280925,576,13
C05357,Toyota,RAV4,2.0,Petrol,2018,36115,41967,20
C33567,VW,Polo,1.0,Petrol,2005,48810,6701,22
C35330,Toyota,Prius,1.0,Hybrid,1988,347306,300,40
C41541,Ford,Mondeo,2.0,Diesel,1994,128615,3808,30
C30332,VW,Passat,1.8,Diesel,1999,68608,8241,6
C41918,BMW,X3,3.0,Diesel,2010,48900,27832,41
C14769,BMW,Z4,2.4,Petrol,1989,257888,1032,7
C04531,Ford,Fiesta,1.2,Petrol,1999,84625,3784,7
C02142,Ford,Mondeo,1.6,Diesel,2000,180366,3319,39
C37332,Ford,Mondeo,2.0,Diesel,1995,198985,2261,37
C21222,Ford,Mondeo,1.6,Diesel,2010,105724,11788,48
C20208,VW,Polo,1.2,Petrol,2017,24687,18840,44
C46468,VW,Golf,1.2,Diesel,2017,50572,20136,30
C45542,Toyota,Prius,1.8,Hybrid,2006,92331,12643,11
C09325,Toyota,Yaris,1.2,Petrol,1996,133623,2487,31
C32989,Toyota,Yaris,1.4,Petrol,1990,203434,1000,12
C41729,VW,Polo,1.2,Petrol,1995,201289,1167,48
C37155,Toyota,Yaris,1.4,Hybrid,2019,34055,29835,38
C25714,Toyota,Yaris,1.0,Petrol,1985,200249,623,29
C20019,Toyota,Yaris,1.4,Petrol,2019,25170,26162,12
C18925,Ford,Mondeo,1.4,Diesel,2004,88707,8363,26
C02559,Ford,Mondeo,1.8,Diesel,2001,80340,8231,8
C20092,Toyota,Prius,1.4,Hybrid,1999,146145,4630,10
C37106,BMW,M5,4.4,Petrol,2018,17255,112966,5
C14169,VW,Golf,1.8,Petrol,1995,154656,2528,43
C11271,VW,Passat,1.6,Diesel,2019,33035,36804,42
C16571,Toyota,Prius,1.4,Hybrid,1990,258666,944,40
C48308,Toyota,RAV4,1.8,Hybrid,2006,30544,22175,36
C21400,VW,Passat,1.6,Petrol,1995,233774,1490,47
C24743,Porsche,718 Cayman,2.4,Petrol,1995,175238,3904,7
C33637,VW,Passat,2.0,Diesel,1989,274664,802,18
C06886,VW,Passat,1.6,Diesel,2006,115697,8850,16
C35570,VW,Passat,1.6,Diesel,2020,15173,43480,10
C46905,Toyota,Prius,1.0,Hybrid,1996,140709,3347,13
C40451,Porsche,718 Cayman,2.0,Petrol,1995,122848,5462,35
C09003,Ford,Focus,1.0,Diesel,2004,163638,3984,31
C00958,Ford,Focus,2.0,Diesel,2011,92931,15609,4
C27073,VW,Passat,1.8,Diesel,1994,239166,1477,37
C02761,Toyota,Prius,1.4,Hybrid,1994,99908,4742,48
C48919,BMW,X3,2.4,Petrol,2011,113922,16165,11
C31010,Porsche,718 Cayman,2.4,Petrol,2001,100724,10546,45
C06315,Toyota,Yaris,1.0,Hybrid,1999,75167,5124,46
C10895,Ford,Mondeo,1.4,Diesel,2017,45717,26438,6
C42968,VW,Golf,1.6,Petrol,2003,122186,5268,23
C00370,VW,Passat,1.4,Diesel,1989,371762,264,19
C39398,VW,Passat,1.6,Diesel,1989,180383,1684,46
C12692,Toyota,Prius,1.0,Hybrid,2007,104081,9248,16
C18474,VW,Polo,1.0,Petrol,1997,169655,1601,19
C34932,Ford,Focus,1.0,Diesel,2020,30448,30158,46
C34219,Ford,Fiesta,1.4,Petrol,2000,111000,3607,9
C14533,Toyota,Prius,1.8,Hybrid,1999,141987,5429,26
C47602,VW,Passat,1.8,Petrol,2007,192238,5097,33
C08872,Toyota,Prius,1.8,Hybrid,2002,103200,8948,22
C16942,VW,Passat,1.4,Diesel,2017,25214,31509,17
C46436,Toyota,Yaris,1.0,Petrol,1987,118046,1406,32
C36525,Ford,Focus,1.8,Petrol,2001,88146,7491,24
C36207,Toyota,Yaris,1.0,Hybrid,2017,11350,25039,14
C29250,Ford,Mondeo,1.4,Diesel,2005,111362,7575,34
C24097,VW,Golf,2.0,Diesel,1997,153531,3228,9
C07887,Toyota,Yaris,1.4,Hybrid,1992,170164,1830,14
C46150,Ford,Mondeo,1.8,Diesel,1985,139639,1817,44
C43623,VW,Polo,1.2,Petrol,2012,98310,8380,31
C16426,Toyota,Prius,1.0,Hybrid,2017,46253,26666,3
C21093,Toyota,Prius,1.4,Hybrid,2018,45858,33809,20
C22189,VW,Golf,2.0,Petrol,2000,158087,3616,28
C45538,VW,Golf,1.6,Petrol,2019,23440,29706,25
C05662,VW,Polo,2.0,Petrol,1991,207516,1092,33
C03310,Porsche,911,2.6,Petrol,1998,214105,6232,26
C19149,Ford,Fiesta,1.0,Petrol,2001,154901,2304,49
C03057,Toyota,RAV4,1.8,Hybrid,2015,47430,36536,26
C01906,Ford,Mondeo,1.4,Diesel,2003,131404,5680,2
